Altura,Coloração Shiny,Descrição,Espécie,Imagem,Linha Evolutiva,Nome,Nome Japonês,Nº,Peso,Tipo
"1,1 m (307)",https://www.serebii.net/Shiny/SM/038-a.png,"Os Ninetales Alolanos  			vivem em um pico nevado que é venerado como uma montanha sagrada na  			região de Alola. São tratados como emissários sagrados e as pessoas  			encaram-nos com medo e temor. A personalidade desse pokémon é  			extremamente delicada, e às vezes ele tem ajudado os seres humanos  			que parecem estar em perigo. Contudo, não tem qualquer piedade para  			com o que quer que seja que se atreva a danificar o seu território!  			Os Ninetales de Alola são capazes de produzir cristais de gelo a  			partir da pele que cobre o seu corpo. Ele pode usar esses cristais  			de gelo para bloquear os ataques, ou pode formar bolas de gelo com  			eles, que dispara como balas contra os adversários. O poder desses  			mísseis de gelo é grande o suficiente para pulverizar rochas!",Pokémon Raposa,https://pokemythology.net/conteudo/imgs/dw/038-alolan.png,Alolan Vulpix > Pedra do  			Gelo > Alolan Ninetales,Alolan Ninetales,Alolan Kyukon,0,"19,9 kg (43.9 lbs)",Gelo/Fada
"0,2 m (008)",https://www.serebii.net/Shiny/SM/050-a.png,"Os Digletts da região de Alola vivem perto das áreas vulcânicas, por  			isso existem poucos lugares onde eles possam se esconder. A sua  			atividade de escavação tem o poder de arar a terra, criando terrenos  			de cultivo ideais para a agricultura. Por essa razão, muitas pessoas  			da região de Alola agradecem a presença dos Digletts. A espécie de  			cabelos que brota da cabeça deles são bigodes metálicos. Eles podem  			se comunicar com seus companheiros balançando esses bigodes para  			frente e para trás. É dito que se desenvolveram estes bigodes  			rígidos, mas flexíveis, para serem capazes de sobreviver em  			ambientes vulcânicos hostis. Os bigodes têm uma função sensorial,  			permitindo aos Diglett Alolanos analisarem a área ao redor sem terem  			de se expor em cima do solo. O seu estado emocional é revelado pelos  			seus bigodes. Quando os bigodes estão esticados significa que os  			Digletts estão zangados. Quando os bigodes abanam é sinal de que  			eles estão em alerta. Quando balançam os bigodes significa que estão  			de bom humor e quando estes estão caídos quer dizer que se sentem  			solitários e desanimados.",Pokémon Toupeira,https://pokemythology.net/conteudo/imgs/dw/050-alolan.png,Alolan Diglett > lv.26 >  			Alolan Dugtrio,Alolan Diglett,Alolan Digda,0,"1,0 kg (2.2 lbs)",Terra/Metálico
"0,7 m (204)",https://www.serebii.net/Shiny/SM/051-a.png,"Na região de Alola,  			Dugtrio é venerado como uma encarnação do deus da terra, sendo  			tratado com máxima importância. É por isso que o povo de Alola se  			ajoelha e curva fortemente sempre que encontra um Dugtrio Alolano ao  			sair de sua toca. Os bigodes do Dugtrio de Alola brilham com um  			brilho semelhante a um cabelo dourado. Seus bigodes são flexíveis,  			tal como os bigodes dos Digletts, mas rígidos e fortes. Além disso,  			continuam a crescer ao longo de toda a vida de Dugtrio, embora a num  			ritmo extremamente lento. A remoção dos bigodes do Dugtrio da região  			de Alola é proibida. Dizem que isso traz má sorte. Aqueles que já o  			fizeram receberam uma punição divina. Todos os anos, muitos turistas  			regressam para, aparentemente, devolver bigodes que levaram consigo  			anteriormente. Existe uma crença supersticiosa de que muitos  			Dugtrios de Alola sairão das suas tocas quando um vulcão entrar em  			erupção. Os moradores mais velhos de Alola fugiriam de imediato.  			Acredita-se que esses Dugtrios, que vivem abaixo da superfície do  			solo, são capazes de detectar movimentos no solo que indicam uma  			erupção eminente, ficando tão alarmados que emergem à superfície do  			solo.",Pokémon Toupeira,https://pokemythology.net/conteudo/imgs/dw/051-alolan.png,Alolan Diglett > lv.26 >  			Alolan Dugtrio,Alolan Dugtrio,Alolan Dugtrio,0,"66,6 kg (146.8 lbs)",Terra/Metálico
"0,4 m (104)",https://www.serebii.net/Shiny/SM/052-a.png,"O Meowth é um pokémon que não vivia originalmente na região de Alola.  			Eles foram enviados para a realeza como uma oferenda de outra região  			e apenas alguns podiam tê-los como parceiros. Os Meowth de Alola se  			distinguem por sua astúcia e grande orgulho. Duas coisas que eles  			realmente detestam: que o seu orgulho seja ferido e que haja sujeira  			em suas moedas. Se acontecer alguma das duas, eles entram em  			histeria! Os Meowths que foram oferecidos à família real viveram uma  			vida repleta de luxos e comodidades, tornando-se criaturas egoístas  			e orgulhosas. Isso causou essa mudança de forma em Meowth. O antes  			raro Meowth Alolano tornou-se selvagem quando a monarquia foi  			destruída e transformou-se agora num pokémon comum, visto  			regularmente tanto em Alola como nos outros lugares.",Pokémon Gato Arranhão,https://pokemythology.net/conteudo/imgs/dw/052-alolan.png,Alolan Meowth > Felicidade > Alolan Persian,Alolan Meowth,Alolan Nyasu,0,"4,2 kg (9.3 lbs)",Noturno
"1,1 m (307)",https://www.serebii.net/Shiny/SM/053-a.png,"O rosto redondo do  			Persian Alolano é um símbolo da riqueza da região de Alola e é  			considerado como um pokémon de grande beleza. Trata-se de um pokémon  			tão característico da região de Alola que todos os Persian são  			bastante protegidos e são necessárias inspeções rigorosas antes dos  			turistas poderem levar um deles consigo para as suas regiões.O  			Persian é altamente inteligente, e tem essa opinião ainda maior dele  			mesmo. No geral, menospreza tudo, menos ele próprio. E também não  			costuma afeiçoar-se ao seu treinador, o que o torna um pokémon  			difícil para se ter como parceiro nas batalhas. A sua extraordinária  			camada de pelos brilhantes encanta tanto humanos quanto pokémons.  			Por esta razão, é um pokémon muito popular na região de Alola.  			Normalmente, este pokémon demonstra uma atitude requintada, mas,  			assim que começa uma batalha, recorre às táticas mais desleais, tais  			como ataques surpresa, truques e mesmo jogadas desonestas. Contudo,  			a sua personalidade arrogante leva-o a subestimar os seus  			adversários, fazendo com que seja frequentemente derrotado por  			contra-ataques.",Pokémon Gato Superior,https://pokemythology.net/conteudo/imgs/dw/053-alolan.png,Alolan Meowth > Felicidade > Alolan Persian,Alolan Persian,Alolan Persian,0,"33,0 kg (72.8 lbs)",Noturno
"0,4 m (104)",https://www.serebii.net/Shiny/SM/074-a.png,"O seu corpo é uma pedra magnética. A areia ferrosa adere com firmeza  			às zonas do seu corpo que são particularmente magnéticas. Se você  			pisar acidentalmente num Geodude Alolano que esteja dormindo no  			chão, ouvirá um som triturante e sentirá uma onda de choque  			percorrendo por todo o seu corpo.",Pokémon Rocha,https://pokemythology.net/conteudo/imgs/dw/074-alolan.png,Alolan Geodude > lv. 25 >  			Alolan Graveler > Troca > Alolan Golem,Alolan Geodude,Alolan Ishitsubute,0,"20,3 kg (44.8 lbs)",Pedra/Elétrico
"1,0 m (303)",https://www.serebii.net/Shiny/SM/075-a.png,"A sua comida  			preferida são rochas cobertas por musgos. Ele pode devorar uma  			tonelada por dia, enquanto mastiga fazendo bastante barulho. Também  			se alimenta de pedras chamadas dravitas. Após ingerir este mineral,  			formam-se cristais no interior deste pokémon, que surgem à  			superfície em algumas zonas do seu corpo. Os Gravelers Alolanos tem  			um passo lento e preferem se movimentar rolando por aí. Com impulso  			suficiente, sua velocidade pode exceder a 100 km/h enquanto rola. O  			choque da colisão entre dois Gravelers de Alola provoca um raio de  			luz e um grande estrondo.",Pokémon Rocha,https://pokemythology.net/conteudo/imgs/dw/075-alolan.png,Alolan Geodude > lv. 25 >  			Alolan Graveler > Troca > Alolan Golem,Alolan Graveler,Alolan Goroun,0,"110,0 kg (242.5 lbs)",Pedra/Elétrico
"1,7 m (507)",https://www.serebii.net/Shiny/SM/076-a.png,"Ele pode atirar rochas carregadas de eletricidade. Mesmo que o  			disparo da rocha não tenha sido muito preciso, um pequeno raspão em  			um adversário provocará sonolência e desmaio. Uma vez que não  			consegue atirar pedras em um ritmo muito rápido, tem-se conhecimento  			de que os Golem Alolanos apanham os Geodudes Alolanos que estão nas  			proximidades e os lança a partir das suas costas.",Pokémon Megaton,https://pokemythology.net/conteudo/imgs/dw/076-alolan.png,Alolan Geodude > lv. 25 >  			Alolan Graveler > Troca > Alolan Golem,Alolan Golem,Alolan Gorounya,0,"316,0 kg (696.7 lbs)",Pedra/Elétrico
"0,7 m (204)",https://www.serebii.net/Shiny/SM/088-a.png,"Quando houve um  			aumento demográfico na região de Alola, o tratamento do lixo  			tornou-se num problema grave. A solução encontrada foi a importação  			de Grimers de outras regiões. Estes se alimentam principalmente de  			lixo, que alteraram a sua composição corporal, o que fez se  			desenvolverem nessa forma. Aquilo que parecem ser dentes na boca  			deste pokémon são, na verdade, toxinas residuais endurecidas e  			cristalizadas do lixo que ele come. Ainda não foi descoberto  			qualquer método para quebrar estes cristais. No entanto, sabe-se que  			se um desses cristais cair, venenos letais podem vazar. E o contato  			direto com os mesmos pode ser perigoso. O Grimer Alolano está sempre  			comendo lixo, mas a sua fome constante faz com que comece a comer  			outros objetos caso fique sem lixo para se alimentar. Existem mais  			de cem Grimers de Alola nas instalações de tratamento de lixo de  			Alola e todo o lixo produzido na região é transportado até lá para  			ser usado na alimentação deles.",Pokémon Lodo,https://pokemythology.net/conteudo/imgs/dw/088-alolan.png,Alolan Grimer > lv. 38 >  			Alolan Muk,Alolan Grimer,Alolan Betbeter,0,"42,0 kg (92.6 lbs)",Veneno/Noturno
"1,0 m (303)",https://www.serebii.net/Shiny/SM/089-a.png,"O Muk Alolano come tudo o que vê pela frente sem parar e, se sentir  			qualquer dor aguda provocada pela fome, torna-se extremamente  			selvagem. O lixo que come causa mudanças químicas contínuas em seu  			corpo, que produzem sua coloração extremamente vívida. Acredita-se  			que o seu apetite voraz provém da incapacidade de manter os seus  			níveis de energia, sem uma constante ingestão de toxinas. As toxinas  			acumularam-se no corpo do Muk de Alola devido à sua dieta constante  			à base de vários resíduos de lixo e materiais manufaturados. Esta  			acumulação provocou uma alteração química que levou à produção de um  			novo tipo de toxina. Embora costumam ser calmos e amigáveis, se não  			se alimentarem de lixo por um tempo, podem esmagar todo o mobiliário  			de seu treinador e comer os fragmentos. O Muk Alolano possui o mesmo  			tipo de cristais tóxicos que o Grimer Alolano. Estes não existem  			apenas em sua boca, mas sim por toda a superfície do seu corpo. Ele  			os utiliza para atacar os seus adversários, da mesma forma que  			alguns pokémons utilizam as suas presas ou garras. E estes cristais  			altamente tóxicos se soltam facilmente, tornando-os extremamente  			perigosos! Os Grimers e Muks da região de Alola produzem e armazenam  			as toxinas no interior de seus corpos. Por isso, ao contrário dos  			Grimers e do Muks de outras regiões, não conseguirá detectar  			quaisquer odores desagradáveis quando se aproximar de algum deles.",Pokémon Lodo,https://pokemythology.net/conteudo/imgs/dw/089-alolan.png,Alolan Grimer > lv. 38 > Alolan Muk,Alolan Muk,Alolan Betbeton,0,"52,0 kg (114.6 lbs)",Veneno/Noturno
"10,9 m (3509)",https://www.serebii.net/Shiny/SM/103-a.png,"O ambiente da região  			de Alola, onde a forte luz solar brilha durante o ano, provocou essa  			mudança na forma de Exeggutor. Conforme ele foi crescendo mais e  			mais alto, ia superando sua dependência de poderes psíquicos e  			despertando os poderes de dragão adormecidos. As pessoas em Alola  			afirmam que o Exeggutor Alolano é a verdadeira forma de Exeggutor.  			Ao contrário de outros Exeggutor, o Exeggutor Alolano tem uma quarta  			cabeça em sua cauda! Esta quarta cabeça controla a cauda de forma  			independente e pode enfrentar adversários na parte traseira, que  			estejam fora do alcance dos ataques desferidos pelas cabeças  			principais. Esse pokémon se destaca por usar o seu longo pescoço  			como um chicote para atacar com suas duras cabeças. Contudo, esse  			pescoço algumas vezes pode se tornar uma fraqueza.",Pokémon Coco,https://pokemythology.net/conteudo/imgs/dw/103-alolan.png,Exeggcute > Pedra da  			Folha em Alola > Alolan Exeggutor,Alolan Exeggutor,Alolan Nassy,0,"415,6 kg (916.2 lbs)",Planta/Dragão
"1,0 m (303)",https://www.serebii.net/Shiny/SM/105-a.png,"Os Marowaks da região de Alola pegam ossos e incendeiam ambas as  			extremidades ao esfregá-las contra as suas testas. Em seguida, eles  			giram os ossos por aí! A raridade desse Marowak e sua aparência  			assustadora enquanto dança exibindo o seu osso levou o povo de Alola  			a apelidá-lo de mágico e a temê-lo. Existem muitos pokémons de  			planta (inimigos naturais dos Marowak) na região de Alola. Isso faz  			com que Alola seja um ambiente hostil para os Cubone e Marowak. Como  			resultado, eles vivem em estreita união com os seus parceiros. Dizem  			que o carinho que eles têm para com os seus parceiros lhes permitiu  			criar uma espécie de sexto sentido, que resultou na sua mudança de  			forma. Os ossos que ele possui eram de sua mãe. Os arrependimentos  			de sua mãe tornaram-se como um espírito vingativo protegendo este  			pokémon. Seu costume é lamentar pelos seus companheiros perdidos.  			Montes de terra nas laterais de estradas marcam as sepulturas de  			Marowaks. O Marowak Alolano é extremamente hábil nos ataques,  			agitando o seu osso e liberando uma bola de fogo. Apesar de não  			serem muito poderosas, essas bolas de fogo perseguem incessantemente  			o inimigo!",Pokémon Guarda-Ossos,https://pokemythology.net/conteudo/imgs/dw/105-alolan.png,Cubone > lv. 28 à noite em Alola > Alolan Marowak,Alolan Marowak,Alolan Garagara,0,"34,0 kg (75.0 lbs)",Fogo/Fantasma
"0,7 m (204)",https://www.serebii.net/Shiny/SM/051.png,"Dugtrio são realmente  			trigêmeos que surgiram de um corpo. Como resultado, cada trigêmeo  			pensa exatamente como os outros dois trigêmeos. Eles trabalham  			cooperativamente para escavar sem parar. Ele desencadeia terremotos  			gigantes cavando a 96 km abaixo da terra.",Pokémon Toupeira,https://pokemythology.net/conteudo/imgs/dw/051.png,Diglett > lv.26 >  			Dugtrio,Dugtrio,Dugtrio,0,"33,3 kg (73.4 lbs)",Terra
"0,4 m (104)",https://www.serebii.net/Shiny/SM/052.png,"Meowth retira suas  			garras afiadas das patas para silenciosamente esgueirar-se  			furtivamente sem deixar nenhum rastro. Por alguma razão, este  			pokémon ama moedas brilhantes.",Pokémon Gato Arranhão,https://pokemythology.net/conteudo/imgs/dw/052.png,Meowth > lv.28 >  			Persian,Meowth,Nyasu,0,"4,2 kg (9.3 lbs)",Normal
"1,0 m (303)",https://www.serebii.net/Shiny/SM/053.png,"Tem um temperamento  			vicioso. Cuidado se ele levanta a cauda . É um sinal de que ele está  			prestes a atacar e morder. Embora seu pelo tenha muitos admiradores,  			é difícil criar como um animal de estimação por causa de sua  			mesquinhez.",Pokémon Gato Superior,https://pokemythology.net/conteudo/imgs/dw/053.png,Meowth > lv.28 >  			Persian,Persian,Persian,0,"32,0 kg (70.5 lbs)",Normal
"0,8 m (207)",https://www.serebii.net/Shiny/SM/054.png,"Oprimido por  			habilidades enigmáticas, ele sofre uma dor de cabeça constante.  			Quando sua dor de cabeça chega ao ápice, ele usa seus misteriosos  			poderes psíquicos para mandar pra longe o que está o irritando.",Pokémon Pato,https://pokemythology.net/conteudo/imgs/dw/054.png,Psyduck > lv.33 >  			Golduck,Psyduck,Koduck,0,"19,6 kg (43.2 lbs)",Água
"1,7 m (507)",https://www.serebii.net/Shiny/SM/055.png,"Ele é visto nadando  			de forma dinâmica e elegante usando seus membros e nadadeiras bem  			desenvolvidos. É constantemente confundido com o Kappa, um assassino  			monstro japonês.",Pokémon Pato,https://pokemythology.net/conteudo/imgs/dw/055.png,Psyduck > lv.33 >  			Golduck,Golduck,Golduck,0,"76,6 kg (168.9 lbs)",Água
"0,5 m (108)",https://www.serebii.net/Shiny/SM/056.png,"Vive em colônias nas  			copas das árvores. Se você enfurecer um deles, vai ter que lidar com  			um bando furioso de Mankey. Não é seguro se aproximar dele quando  			está violento e furioso por nenhum motivo, pois quando isso  			acontece, ele não consegue distinguir amigos de inimigos.",Pokémon Macaco Porco,https://pokemythology.net/conteudo/imgs/dw/056.png,Mankey > lv.28 >  			Primeape,Mankey,Mankey,0,"28,0 kg (61.7 lbs)",Lutador
"1,0 m (303)",https://www.serebii.net/Shiny/SM/057.png,"Se você se aproximar  			enquanto ele dorme você pode acabar acordando-o, começando assim uma  			furiosa caçada com esse primata bêbado de sono. Ele persegue  			qualquer um que faça contato visual.",Pokémon Macaco Porco,https://pokemythology.net/conteudo/imgs/dw/057.png,Mankey > lv.28 >  			Primeape,Primeape,Okorizaru,0,"32,0 kg (70.5 lbs)",Lutador
"0,7 m (204)",https://www.serebii.net/Shiny/SM/058.png,"Um pokémon  			naturalmente leal, fiel e obediente. Ele permanece imóvel até  			receber ordem de seu treinador. Se ordenado, ele não hesitará em  			atacar inimigos maiores e mais fortes, porém seu senso de justiça  			impede que ele ataque imediatamente oponentes mais fracos e menores.",Pokémon Cachorrinho,https://pokemythology.net/conteudo/imgs/dw/058.png,Growlithe > Pedra de  			Fogo > Arcanine,Growlithe,Gardie,0,"19,0 kg (41.9 lbs)",Fogo
